investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV002921,2025-06-06,120842,SIP,84533,Haryana,Faridabad,B30,56+,Male,73.5,Cheque,Pending
INV006075,2025-01-31,120842,SIP,329492,Rajasthan,Jaipur,B30,36-45,Male,46.6,Cheque,Verified
INV005116,2022-06-18,125123,SIP,177193,Tamil Nadu,Chennai,T30,36-45,Female,35.0,Mandate,Verified
INV002215,2025-08-13,125497,Redemption,254111,Odisha,Bhubaneswar,B30,56+,Male,79.3,Net Banking,Verified
INV006792,2022-11-29,118636,SIP,69723,Bihar,Patna,B30,36-45,Female,108.0,Mandate,Verified
INV003959,2022-08-28,120678,Redemption,406887,UP,Lucknow,B30,56+,Male,137.0,UPI,Pending
INV009428,2025-02-02,119599,SIP,81112,Maharashtra,Mumbai,T30,46-55,Female,5.0,UPI,Verified
INV001369,2024-02-01,125354,SIP,239641,Gujarat,Ahmedabad,T30,46-55,Female,86.2,UPI,Pending
INV009431,2022-02-19,125354,Redemption,90182,MP,Bhopal,B30,18-25,Male,46.3,UPI,Verified
INV001868,2024-02-12,118637,SIP,273730,Kerala,Kochi,T30,56+,Male,132.8,Net Banking,Verified
INV003883,2023-11-23,120679,SIP,389942,West Bengal,Kolkata,B30,18-25,Male,32.4,UPI,Verified
INV006021,2024-05-15,125354,SIP,99211,Delhi,Delhi,T30,18-25,Female,141.1,Cheque,Pending
INV005523,2024-11-18,119598,SIP,202392,UP,Lucknow,B30,26-35,Male,58.0,Mandate,Verified
INV003407,2022-09-04,119552,SIP,97744,Gujarat,Ahmedabad,T30,26-35,Male,139.7,Net Banking,Verified
INV008409,2022-11-10,119272,SIP,207593,Kerala,Kochi,T30,46-55,Female,69.8,Net Banking,Verified
INV007744,2024-05-27,120190,SIP,295912,Rajasthan,Jaipur,B30,26-35,Male,37.1,Mandate,Pending
INV002247,2024-10-14,118632,SIP,373692,Punjab,Amritsar,B30,36-45,Male,125.0,Cheque,Pending
INV002891,2025-09-21,125355,SIP,380478,Punjab,Amritsar,B30,56+,Female,95.2,Mandate,Verified
INV009040,2024-10-06,119552,SIP,240785,Bihar,Patna,B30,46-55,Female,73.2,Net Banking,Verified
INV007619,2023-06-05,119272,SIP,230112,Odisha,Bhubaneswar,B30,18-25,Male,83.4,Cheque,Verified
INV004161,2024-04-08,118457,Lumpsum,375657,Kerala,Kochi,T30,46-55,Female,87.6,UPI,Verified
INV008037,2025-06-06,120841,Redemption,194818,Haryana,Faridabad,B30,46-55,Female,63.4,Mandate,Verified
INV004514,2022-03-15,119085,Lumpsum,41137,Karnataka,Bangalore,T30,56+,Male,26.4,Cheque,Verified
INV005571,2024-11-11,120842,SIP,304122,Tamil Nadu,Chennai,T30,26-35,Female,138.4,UPI,Pending
INV001090,2025-12-03,148568,SIP,266827,Gujarat,Ahmedabad,T30,18-25,Male,110.5,UPI,Pending
INV004083,2024-06-11,120842,SIP,473803,Karnataka,Bangalore,T30,18-25,Male,116.4,Mandate,Verified
INV003735,2023-04-26,118632,Lumpsum,113148,Rajasthan,Jaipur,B30,18-25,Male,73.4,Net Banking,Verified
INV008264,2024-09-12,118456,SIP,359104,Bihar,Patna,B30,46-55,Female,63.6,Cheque,Verified
INV001590,2023-05-19,119551,SIP,303931,Tamil Nadu,Chennai,T30,18-25,Female,89.9,Net Banking,Pending
INV002759,2023-05-25,125124,SIP,101144,Punjab,Amritsar,B30,18-25,Male,68.5,UPI,Verified
INV003735,2023-01-30,118636,SIP,91866,Rajasthan,Jaipur,B30,18-25,Male,134.7,UPI,Pending
INV004045,2023-01-06,119775,SIP,324856,UP,Lucknow,B30,18-25,Female,149.9,UPI,Verified
INV004930,2024-01-07,148924,SIP,134281,West Bengal,Kolkata,B30,36-45,Male,143.7,Net Banking,Verified
INV003696,2022-03-10,120679,SIP,316073,Rajasthan,Jaipur,B30,26-35,Female,101.5,Cheque,Verified
INV007172,2024-07-23,119085,Redemption,448159,Odisha,Bhubaneswar,B30,46-55,Female,122.9,Net Banking,Pending
INV009970,2025-04-18,120842,SIP,131605,UP,Lucknow,B30,56+,Male,127.3,Mandate,Verified
INV003743,2024-05-06,118637,SIP,486283,Gujarat,Ahmedabad,T30,18-25,Male,96.4,Cheque,Verified
INV007958,2023-02-27,118632,Redemption,372972,Tamil Nadu,Chennai,T30,26-35,Female,116.9,Cheque,Verified
INV005286,2025-06-21,119092,SIP,373283,Kerala,Kochi,T30,26-35,Female,61.5,Net Banking,Verified
INV009547,2022-07-03,148568,Redemption,91632,Maharashtra,Mumbai,T30,36-45,Male,63.1,Cheque,Verified
INV009229,2025-03-22,125124,SIP,450181,Bihar,Patna,B30,26-35,Male,131.9,Cheque,Verified
INV007935,2024-12-24,148567,SIP,314368,Haryana,Faridabad,B30,36-45,Female,41.7,Cheque,Verified
INV003872,2025-09-06,125498,SIP,345508,Maharashtra,Mumbai,T30,18-25,Female,113.0,Cheque,Verified
INV003768,2022-11-30,125123,SIP,237704,Punjab,Amritsar,B30,26-35,Male,58.2,Mandate,Verified
INV001705,2023-06-27,118636,SIP,390707,Haryana,Faridabad,B30,18-25,Male,111.3,Cheque,Verified
INV008247,2022-07-25,118989,SIP,223478,UP,Lucknow,B30,18-25,Male,65.8,Net Banking,Verified
INV007016,2023-01-14,120679,SIP,268762,Punjab,Amritsar,B30,26-35,Female,46.0,Mandate,Verified
INV005872,2024-07-10,148923,SIP,480609,Karnataka,Bangalore,T30,46-55,Male,50.2,Cheque,Pending
INV007803,2023-10-31,118457,SIP,323474,Delhi,Delhi,T30,26-35,Male,67.3,Cheque,Verified
INV006630,2022-05-21,119092,SIP,126462,Karnataka,Bangalore,T30,46-55,Male,117.1,Mandate,Verified
INV007149,2023-07-26,120503,SIP,10846,Kerala,Kochi,T30,46-55,Male,99.3,Mandate,Verified
INV004040,2023-11-13,119599,Redemption,324335,UP,Lucknow,B30,36-45,Female,69.4,UPI,Pending
INV007325,2024-02-19,120841,SIP,286597,Haryana,Faridabad,B30,26-35,Male,22.2,Net Banking,Verified
INV008799,2023-07-02,120190,SIP,232963,Maharashtra,Mumbai,T30,46-55,Male,69.6,UPI,Verified
INV001704,2022-01-19,148567,Lumpsum,427235,Delhi,Delhi,T30,56+,Female,104.2,Net Banking,Pending
INV001780,2025-03-04,120504,SIP,14231,Delhi,Delhi,T30,36-45,Male,92.4,Net Banking,Verified
INV006459,2023-05-19,120842,Lumpsum,136699,Haryana,Faridabad,B30,36-45,Male,98.4,Mandate,Verified
INV001697,2022-05-09,118457,Lumpsum,314656,Delhi,Delhi,T30,26-35,Female,31.1,Mandate,Verified
INV005620,2024-01-15,120503,SIP,282142,MP,Bhopal,B30,18-25,Male,6.8,Net Banking,Pending
INV007989,2023-04-20,148924,Redemption,434388,MP,Bhopal,B30,56+,Male,131.5,Mandate,Verified
INV002638,2024-06-20,119598,SIP,68770,Haryana,Faridabad,B30,56+,Female,93.7,UPI,Verified
INV005613,2023-02-28,120842,SIP,487960,MP,Bhopal,B30,56+,Female,16.3,Mandate,Pending
INV004029,2023-11-19,120841,Redemption,221223,Odisha,Bhubaneswar,B30,46-55,Male,53.6,Cheque,Verified
INV007180,2022-10-15,119552,Redemption,462724,Punjab,Amritsar,B30,56+,Male,87.5,Mandate,Verified
INV004505,2023-03-26,118636,Redemption,15516,West Bengal,Kolkata,B30,18-25,Female,123.4,Net Banking,Verified
INV002315,2024-02-05,118633,SIP,27271,Odisha,Bhubaneswar,B30,46-55,Female,61.6,Net Banking,Verified
INV008129,2022-07-23,148924,SIP,446189,Delhi,Delhi,T30,26-35,Female,111.6,Mandate,Verified
INV004711,2023-05-01,120504,SIP,231870,West Bengal,Kolkata,B30,46-55,Female,5.1,UPI,Verified
INV007853,2022-02-16,118989,SIP,371230,MP,Bhopal,B30,18-25,Male,139.5,Cheque,Verified
INV007438,2024-04-28,119092,SIP,20720,Telangana,Hyderabad,T30,26-35,Female,121.5,Cheque,Verified
INV004169,2025-12-29,119092,Redemption,489159,Bihar,Patna,B30,56+,Female,9.1,UPI,Verified
INV003118,2023-10-12,119599,Redemption,455532,MP,Bhopal,B30,46-55,Male,80.4,Mandate,Pending
INV007690,2025-09-24,120465,SIP,223891,Punjab,Amritsar,B30,36-45,Female,71.1,UPI,Verified
INV004721,2024-07-20,118633,SIP,245757,Delhi,Delhi,T30,26-35,Male,35.3,Mandate,Verified
INV008957,2022-05-15,125124,Redemption,117309,Kerala,Kochi,T30,36-45,Male,82.0,Net Banking,Verified
INV008248,2022-07-14,125355,Lumpsum,448057,Karnataka,Bangalore,T30,18-25,Female,134.9,UPI,Verified
INV006557,2025-09-24,119551,SIP,168937,Delhi,Delhi,T30,46-55,Female,85.8,Net Banking,Verified
INV002428,2022-10-10,120679,Redemption,113894,Odisha,Bhubaneswar,B30,56+,Female,126.9,UPI,Pending
INV004477,2022-06-12,119271,Redemption,252852,Kerala,Kochi,T30,18-25,Female,9.4,Net Banking,Pending
INV001328,2025-06-07,119085,SIP,324994,Haryana,Faridabad,B30,56+,Female,40.6,Mandate,Verified
INV001478,2022-08-02,125124,SIP,201977,Bihar,Patna,B30,26-35,Female,139.5,Mandate,Verified
INV009663,2022-09-23,119092,SIP,196385,Odisha,Bhubaneswar,B30,46-55,Female,41.3,UPI,Verified
INV002318,2022-06-24,148568,SIP,295554,Gujarat,Ahmedabad,T30,46-55,Male,121.1,Net Banking,Pending
INV004220,2023-08-27,148924,SIP,298005,Kerala,Kochi,T30,18-25,Female,67.6,UPI,Verified
INV001637,2024-11-14,120466,SIP,123210,Haryana,Faridabad,B30,46-55,Female,89.9,Mandate,Verified
INV003363,2025-05-12,148567,Lumpsum,155277,Punjab,Amritsar,B30,26-35,Female,19.2,Net Banking,Verified
INV002462,2024-12-08,118989,SIP,230960,MP,Bhopal,B30,46-55,Female,83.0,Mandate,Verified
INV008929,2023-10-07,120190,Redemption,426453,Karnataka,Bangalore,T30,18-25,Male,66.1,UPI,Verified
INV002167,2023-07-14,148567,SIP,239074,West Bengal,Kolkata,B30,46-55,Female,107.9,Cheque,Pending
INV006704,2025-05-21,125354,SIP,209028,Bihar,Patna,B30,36-45,Female,49.4,Mandate,Verified
INV009843,2023-02-23,119552,SIP,417737,MP,Bhopal,B30,18-25,Female,89.0,Mandate,Verified
INV006340,2024-04-18,118632,SIP,426684,UP,Lucknow,B30,18-25,Male,138.2,Mandate,Verified
INV002973,2022-09-22,125123,SIP,472516,Kerala,Kochi,T30,18-25,Male,130.4,Mandate,Verified
INV009871,2022-02-03,148923,Redemption,440248,Karnataka,Bangalore,T30,26-35,Male,95.5,Mandate,Verified
INV004443,2025-06-28,125354,SIP,237280,Karnataka,Bangalore,T30,18-25,Male,88.8,Net Banking,Verified
INV008786,2022-01-05,125124,Redemption,490741,Rajasthan,Jaipur,B30,36-45,Male,132.9,Cheque,Verified
INV001975,2025-05-02,118457,Redemption,360307,Delhi,Delhi,T30,36-45,Female,126.0,Net Banking,Verified
INV009635,2024-09-04,148923,SIP,187738,Tamil Nadu,Chennai,T30,56+,Male,15.7,UPI,Verified
INV007867,2024-04-02,119551,SIP,279117,Punjab,Amritsar,B30,26-35,Male,127.9,UPI,Verified
INV008956,2024-10-10,148567,SIP,334403,Delhi,Delhi,T30,36-45,Male,95.6,UPI,Verified
INV007252,2025-01-02,118457,SIP,103697,MP,Bhopal,B30,46-55,Male,98.1,Net Banking,Verified
INV009952,2023-04-14,120465,SIP,327445,West Bengal,Kolkata,B30,26-35,Male,79.5,Mandate,Pending
INV001987,2024-03-11,119092,SIP,98339,UP,Lucknow,B30,56+,Female,68.2,Net Banking,Verified
INV003184,2023-03-31,119598,SIP,99037,Bihar,Patna,B30,36-45,Male,133.5,Net Banking,Verified
INV001643,2023-10-01,118456,SIP,41675,Punjab,Amritsar,B30,26-35,Female,117.0,Mandate,Verified
INV002487,2024-11-19,125354,SIP,164201,Tamil Nadu,Chennai,T30,56+,Female,33.5,Cheque,Pending
INV008800,2025-09-14,120841,SIP,211980,Rajasthan,Jaipur,B30,56+,Female,48.4,Net Banking,Verified
INV002844,2025-12-28,118636,Lumpsum,399353,Punjab,Amritsar,B30,18-25,Female,63.9,Mandate,Verified
INV002100,2023-10-22,119552,Lumpsum,271992,UP,Lucknow,B30,36-45,Female,18.6,Net Banking,Verified
INV003866,2023-03-05,148568,Redemption,73411,Punjab,Amritsar,B30,56+,Female,16.0,Net Banking,Verified
INV002618,2025-06-13,125498,Redemption,157933,Rajasthan,Jaipur,B30,18-25,Female,102.3,UPI,Verified
INV009285,2025-10-10,119598,Redemption,393072,Haryana,Faridabad,B30,26-35,Male,95.4,Net Banking,Verified
INV002110,2025-01-18,118633,SIP,271142,MP,Bhopal,B30,18-25,Female,143.1,UPI,Pending
INV005635,2022-06-30,120842,SIP,115574,Telangana,Hyderabad,T30,56+,Male,115.5,Cheque,Verified
INV007082,2023-08-18,120678,Lumpsum,124327,Punjab,Amritsar,B30,18-25,Female,61.7,Net Banking,Verified
INV009314,2024-10-02,118632,Lumpsum,326927,Kerala,Kochi,T30,26-35,Male,9.8,Mandate,Verified
INV001769,2023-01-20,120842,SIP,401658,Rajasthan,Jaipur,B30,46-55,Male,73.9,Cheque,Verified
INV001866,2022-05-17,119776,SIP,321327,Odisha,Bhubaneswar,B30,36-45,Female,120.9,UPI,Verified
INV003323,2024-03-09,125354,Redemption,297138,West Bengal,Kolkata,B30,56+,Male,96.2,Net Banking,Pending
INV008009,2024-01-14,120190,SIP,309727,Rajasthan,Jaipur,B30,26-35,Female,139.7,Net Banking,Verified
INV009386,2024-03-20,119084,Lumpsum,474363,Kerala,Kochi,T30,26-35,Male,14.6,UPI,Verified
INV005828,2024-02-21,119272,SIP,219628,Odisha,Bhubaneswar,B30,56+,Male,48.3,Mandate,Verified
INV008049,2022-09-29,120678,SIP,13989,Bihar,Patna,B30,36-45,Male,80.5,Net Banking,Verified
INV009514,2022-09-23,119598,Redemption,377698,MP,Bhopal,B30,46-55,Male,106.8,Mandate,Verified
INV007253,2025-06-27,119598,Lumpsum,98686,Delhi,Delhi,T30,46-55,Male,64.9,Cheque,Verified
INV007930,2022-12-27,119551,SIP,491096,UP,Lucknow,B30,26-35,Male,54.3,Mandate,Verified
INV009476,2025-10-27,120504,Lumpsum,446037,Delhi,Delhi,T30,18-25,Female,51.4,Cheque,Verified
INV005573,2023-01-02,125123,SIP,91399,West Bengal,Kolkata,B30,26-35,Female,44.0,Mandate,Verified
INV008821,2025-11-27,125498,SIP,293547,Rajasthan,Jaipur,B30,18-25,Male,76.0,Net Banking,Pending
INV006162,2025-10-29,125498,SIP,157311,Bihar,Patna,B30,18-25,Male,39.6,Mandate,Verified
INV003206,2024-11-17,118457,Lumpsum,458715,Delhi,Delhi,T30,56+,Female,61.7,Net Banking,Verified
INV001303,2025-02-05,118990,SIP,215405,Maharashtra,Mumbai,T30,56+,Male,67.0,UPI,Pending
INV005557,2022-06-11,125498,SIP,369198,Tamil Nadu,Chennai,T30,56+,Female,135.2,UPI,Pending
INV006686,2024-09-03,119775,SIP,11552,Rajasthan,Jaipur,B30,46-55,Female,105.8,UPI,Pending
INV009613,2023-02-07,148568,SIP,496623,Punjab,Amritsar,B30,18-25,Female,96.9,Net Banking,Verified
INV007454,2024-04-16,119775,SIP,307547,Odisha,Bhubaneswar,B30,36-45,Female,32.5,Cheque,Verified
INV001156,2025-03-16,125123,Lumpsum,479463,Telangana,Hyderabad,T30,56+,Male,66.9,UPI,Verified
INV007578,2022-02-24,119551,SIP,95086,MP,Bhopal,B30,26-35,Male,113.3,Cheque,Verified
INV007550,2023-01-19,118456,SIP,429630,Telangana,Hyderabad,T30,46-55,Female,73.7,Mandate,Verified
INV006008,2024-08-17,118637,Lumpsum,152236,Rajasthan,Jaipur,B30,18-25,Male,7.0,Cheque,Verified
INV008690,2025-01-29,119093,SIP,352650,West Bengal,Kolkata,B30,46-55,Male,99.5,UPI,Verified
INV003380,2022-12-14,118990,Lumpsum,343565,Odisha,Bhubaneswar,B30,46-55,Male,121.6,UPI,Verified
INV003815,2022-10-11,148567,SIP,62703,Kerala,Kochi,T30,46-55,Female,126.1,Net Banking,Verified
INV007889,2024-06-20,125497,SIP,450184,Karnataka,Bangalore,T30,46-55,Male,99.7,Net Banking,Verified
INV008474,2022-07-05,125355,SIP,280064,Punjab,Amritsar,B30,18-25,Male,33.7,Mandate,Verified
INV009551,2024-11-22,120189,SIP,118641,Odisha,Bhubaneswar,B30,36-45,Male,94.1,Mandate,Pending
INV009568,2025-11-16,120842,Lumpsum,498360,West Bengal,Kolkata,B30,18-25,Male,84.0,UPI,Verified
INV004936,2022-03-11,119776,Redemption,140908,Telangana,Hyderabad,T30,46-55,Female,56.6,Mandate,Verified
INV003039,2023-12-16,118632,SIP,43043,Gujarat,Ahmedabad,T30,26-35,Female,137.1,Net Banking,Pending
INV003415,2022-05-24,125123,SIP,37750,UP,Lucknow,B30,56+,Female,64.9,UPI,Verified
INV009914,2022-05-24,119092,Lumpsum,414627,Maharashtra,Mumbai,T30,18-25,Female,85.4,UPI,Verified
INV009455,2025-06-21,120504,SIP,254993,Kerala,Kochi,T30,26-35,Male,5.7,Cheque,Verified
INV001277,2025-05-31,119093,SIP,363144,Odisha,Bhubaneswar,B30,46-55,Male,48.5,Net Banking,Pending
INV005929,2023-04-02,118633,SIP,161416,UP,Lucknow,B30,18-25,Female,14.7,Cheque,Verified
INV003129,2022-11-29,119552,Lumpsum,306998,Punjab,Amritsar,B30,36-45,Female,112.5,Net Banking,Verified
INV001828,2023-03-14,148567,SIP,494764,UP,Lucknow,B30,46-55,Female,121.6,Net Banking,Verified
INV008576,2022-09-18,148924,SIP,472762,Bihar,Patna,B30,56+,Female,61.1,Mandate,Verified
INV002666,2025-12-26,119598,SIP,198018,MP,Bhopal,B30,46-55,Female,129.5,UPI,Pending
INV002021,2023-04-13,119085,SIP,418249,Karnataka,Bangalore,T30,36-45,Male,146.6,Cheque,Verified
INV002868,2022-07-04,119552,Lumpsum,483837,Tamil Nadu,Chennai,T30,26-35,Female,43.3,Mandate,Verified
INV003282,2023-01-06,118637,Redemption,437964,UP,Lucknow,B30,36-45,Female,23.3,Net Banking,Pending
INV008519,2024-11-30,119272,Redemption,103514,Rajasthan,Jaipur,B30,18-25,Male,96.4,UPI,Pending
INV008860,2023-03-08,118989,SIP,147389,Kerala,Kochi,T30,46-55,Male,96.2,Net Banking,Verified
INV003686,2024-08-18,118637,Lumpsum,10107,UP,Lucknow,B30,26-35,Female,85.6,Net Banking,Verified
INV005837,2022-10-21,119092,SIP,243945,Haryana,Faridabad,B30,36-45,Female,13.3,Cheque,Verified
INV005869,2022-12-15,119599,SIP,45429,Bihar,Patna,B30,36-45,Female,59.2,Net Banking,Verified
INV007221,2025-10-22,118636,SIP,275103,Gujarat,Ahmedabad,T30,56+,Male,98.3,Mandate,Pending
INV007431,2025-04-23,120504,SIP,245836,Delhi,Delhi,T30,18-25,Female,94.3,UPI,Pending
INV002884,2025-04-17,120465,SIP,267709,Telangana,Hyderabad,T30,26-35,Female,85.9,UPI,Verified
INV005362,2023-08-28,119092,SIP,173521,Haryana,Faridabad,B30,56+,Female,136.1,Cheque,Verified
INV009148,2025-08-19,120842,SIP,414035,Gujarat,Ahmedabad,T30,26-35,Female,53.4,Mandate,Pending
INV004206,2024-09-11,120678,Lumpsum,477322,Bihar,Patna,B30,26-35,Male,78.4,Cheque,Pending
INV005515,2022-11-11,118990,SIP,276006,Kerala,Kochi,T30,36-45,Male,37.9,UPI,Pending
INV005538,2023-09-16,118990,SIP,180139,MP,Bhopal,B30,46-55,Male,148.0,Net Banking,Verified
INV009259,2023-01-20,119776,Lumpsum,260758,Haryana,Faridabad,B30,36-45,Male,116.3,Cheque,Pending
INV004766,2024-10-12,148568,SIP,122564,Odisha,Bhubaneswar,B30,56+,Male,82.7,Cheque,Pending
INV001035,2022-01-12,120679,SIP,72416,Maharashtra,Mumbai,T30,56+,Female,20.0,Cheque,Verified
INV006723,2024-05-26,125497,SIP,443391,Bihar,Patna,B30,36-45,Female,56.6,UPI,Pending
INV002124,2022-09-08,120190,SIP,84317,West Bengal,Kolkata,B30,18-25,Male,51.0,UPI,Pending
INV004391,2024-07-14,120842,SIP,123040,West Bengal,Kolkata,B30,56+,Male,133.6,Mandate,Verified
INV005740,2024-08-09,148923,Redemption,307049,Odisha,Bhubaneswar,B30,26-35,Female,22.4,Mandate,Verified
INV002996,2025-03-12,118632,SIP,39184,Delhi,Delhi,T30,46-55,Male,61.9,Net Banking,Verified
INV004270,2022-04-24,118633,SIP,344505,UP,Lucknow,B30,46-55,Female,46.5,UPI,Verified
INV002148,2023-12-02,118457,Lumpsum,29752,Rajasthan,Jaipur,B30,26-35,Female,133.1,Cheque,Verified
INV002782,2025-11-11,118989,SIP,238982,Delhi,Delhi,T30,46-55,Female,57.2,Mandate,Verified
INV005675,2025-02-18,119551,SIP,99933,Punjab,Amritsar,B30,56+,Male,132.3,Net Banking,Verified
INV005641,2023-04-11,120465,SIP,252289,Haryana,Faridabad,B30,46-55,Female,74.2,UPI,Pending
INV001232,2025-11-14,125124,SIP,36613,Rajasthan,Jaipur,B30,18-25,Female,4.2,UPI,Pending
INV004824,2023-05-06,118457,SIP,427756,Rajasthan,Jaipur,B30,46-55,Male,85.1,Mandate,Pending
INV004669,2023-12-06,119085,SIP,257333,Rajasthan,Jaipur,B30,18-25,Female,122.1,Cheque,Verified
INV007894,2022-02-26,118457,SIP,276223,Punjab,Amritsar,B30,26-35,Female,63.3,Cheque,Verified
INV007376,2025-12-04,120504,Redemption,432051,UP,Lucknow,B30,18-25,Female,44.9,Net Banking,Verified
INV005198,2023-05-10,125124,SIP,429846,Bihar,Patna,B30,26-35,Male,21.9,Net Banking,Verified
INV007305,2022-05-01,119272,Lumpsum,410669,Delhi,Delhi,T30,46-55,Female,47.9,Mandate,Verified
INV002833,2025-10-20,119599,Redemption,401893,MP,Bhopal,B30,26-35,Male,44.2,Cheque,Verified
INV009003,2023-09-09,119092,Redemption,148450,Kerala,Kochi,T30,26-35,Female,11.9,UPI,Pending
INV006045,2023-03-21,118990,Redemption,403259,West Bengal,Kolkata,B30,26-35,Male,19.9,Cheque,Verified
INV007001,2023-04-01,119272,SIP,126256,Kerala,Kochi,T30,26-35,Female,72.9,Mandate,Verified
INV005357,2024-09-14,125124,SIP,443366,Gujarat,Ahmedabad,T30,18-25,Female,76.0,Cheque,Verified
INV003313,2022-04-06,119271,SIP,490665,West Bengal,Kolkata,B30,26-35,Male,28.2,Mandate,Verified
INV001279,2024-06-07,118456,Redemption,59744,Haryana,Faridabad,B30,26-35,Female,48.5,Mandate,Verified
INV002636,2023-01-10,119551,SIP,261637,MP,Bhopal,B30,36-45,Male,48.4,UPI,Pending
INV006280,2022-02-05,125355,Redemption,345628,Haryana,Faridabad,B30,18-25,Female,126.4,Mandate,Verified
INV007105,2024-02-25,125497,SIP,334335,Kerala,Kochi,T30,56+,Female,22.6,Net Banking,Verified
INV005531,2025-08-22,120678,Redemption,440402,Telangana,Hyderabad,T30,46-55,Male,119.9,Mandate,Verified
INV002087,2022-01-16,120503,SIP,140860,Maharashtra,Mumbai,T30,36-45,Male,74.0,Mandate,Verified
INV007173,2022-01-26,148924,SIP,10077,Odisha,Bhubaneswar,B30,18-25,Female,101.8,Mandate,Verified
INV006541,2024-11-30,125355,Redemption,181433,Karnataka,Bangalore,T30,46-55,Male,56.8,Mandate,Verified
INV002807,2024-01-26,119551,Redemption,121899,West Bengal,Kolkata,B30,18-25,Female,19.8,Mandate,Verified
INV008713,2023-10-26,119092,SIP,79953,Karnataka,Bangalore,T30,46-55,Female,149.9,Mandate,Verified
INV002022,2023-03-30,118989,SIP,203305,Haryana,Faridabad,B30,36-45,Female,111.1,Mandate,Verified
INV005509,2023-07-04,120841,SIP,284987,Karnataka,Bangalore,T30,36-45,Male,26.3,UPI,Verified
INV002661,2025-05-24,119551,SIP,426846,Kerala,Kochi,T30,56+,Female,58.3,Mandate,Verified
INV003732,2024-05-17,118636,Lumpsum,284963,Maharashtra,Mumbai,T30,46-55,Male,55.5,UPI,Verified
INV001758,2022-01-12,120503,SIP,394817,Gujarat,Ahmedabad,T30,56+,Male,106.2,UPI,Pending
INV004001,2025-01-31,148923,Lumpsum,194285,Punjab,Amritsar,B30,56+,Male,139.5,UPI,Verified
INV003670,2022-05-02,119271,Redemption,168455,Haryana,Faridabad,B30,26-35,Male,149.3,Mandate,Verified
INV009426,2022-08-25,119271,SIP,484968,Punjab,Amritsar,B30,46-55,Male,56.5,Cheque,Verified
INV001095,2024-03-26,125355,SIP,273464,MP,Bhopal,B30,26-35,Male,132.6,UPI,Verified
INV009857,2023-08-05,118457,SIP,271280,UP,Lucknow,B30,36-45,Male,101.1,Cheque,Pending
INV002860,2022-05-28,125498,SIP,181998,Kerala,Kochi,T30,18-25,Female,120.4,Net Banking,Pending
INV001097,2024-02-12,119272,SIP,494845,Haryana,Faridabad,B30,26-35,Male,117.3,Net Banking,Verified
INV008052,2025-07-30,119775,SIP,118162,Odisha,Bhubaneswar,B30,36-45,Female,144.7,Net Banking,Verified
INV005505,2025-04-30,118457,Lumpsum,93638,Karnataka,Bangalore,T30,56+,Female,120.2,Cheque,Verified
INV002494,2022-03-20,118633,SIP,303091,MP,Bhopal,B30,36-45,Female,51.5,Mandate,Pending
INV009046,2022-11-03,120189,SIP,140810,Odisha,Bhubaneswar,B30,46-55,Male,131.2,Mandate,Verified
INV008945,2024-07-11,118457,SIP,484109,UP,Lucknow,B30,36-45,Male,53.2,Mandate,Pending
INV007139,2025-11-19,120465,SIP,441369,MP,Bhopal,B30,36-45,Female,77.7,Cheque,Verified
INV008745,2025-11-09,118636,SIP,65469,MP,Bhopal,B30,36-45,Male,78.1,UPI,Verified
INV005930,2024-04-15,119272,SIP,256339,Karnataka,Bangalore,T30,46-55,Male,93.6,Net Banking,Verified
INV005549,2022-03-12,119085,SIP,52476,Bihar,Patna,B30,18-25,Male,132.1,UPI,Verified
INV002562,2024-09-06,119599,Redemption,494702,West Bengal,Kolkata,B30,46-55,Female,142.1,Mandate,Verified
INV002349,2024-11-10,125124,SIP,94625,Tamil Nadu,Chennai,T30,26-35,Male,80.8,Cheque,Verified
INV003203,2025-05-07,119776,Lumpsum,251959,Telangana,Hyderabad,T30,18-25,Female,26.8,UPI,Verified
INV001891,2022-03-24,119092,SIP,18400,Karnataka,Bangalore,T30,56+,Male,16.5,Mandate,Verified
INV002305,2025-04-29,148923,SIP,118612,Punjab,Amritsar,B30,46-55,Male,142.3,Net Banking,Verified
INV007228,2025-08-15,119552,SIP,291101,West Bengal,Kolkata,B30,18-25,Male,113.3,Net Banking,Pending
INV006401,2023-09-13,148923,Redemption,25943,MP,Bhopal,B30,36-45,Female,55.5,UPI,Verified
INV005968,2025-05-31,118636,Redemption,295826,Rajasthan,Jaipur,B30,56+,Male,71.3,Net Banking,Verified
INV008236,2023-02-17,119092,Lumpsum,90452,Karnataka,Bangalore,T30,46-55,Male,23.2,Mandate,Verified
INV003833,2023-01-23,120465,SIP,244682,Delhi,Delhi,T30,36-45,Male,46.1,Net Banking,Pending
INV005198,2025-03-11,125498,SIP,129584,Gujarat,Ahmedabad,T30,26-35,Female,19.8,Mandate,Pending
INV006573,2022-05-29,120503,Redemption,200794,Gujarat,Ahmedabad,T30,56+,Female,63.1,Cheque,Verified
INV008516,2025-01-29,120189,SIP,396110,Maharashtra,Mumbai,T30,56+,Male,8.6,Net Banking,Verified
INV002603,2023-08-17,118990,SIP,89336,Kerala,Kochi,T30,36-45,Female,39.2,UPI,Verified
